Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
annotate_busby_phage_430,preVC_154,Clustered,VC_154_0,2,0.4019,0.72985431,1.7320508075688772,0.2933,1.0
annotate_busby_phage_431,preVC_59,Clustered,VC_59_0,2,0.0512,0.63577291,3.7416573867739413,0.0326,1.0
annotate_busby_phage_432,preVC_162,Clustered,VC_162_0,2,0.063,0.94686097,1.0,0.0597,1.0
annotate_busby_phage_433,,Outlier,,,,,,,
annotate_busby_phage_434,preVC_162,Clustered,VC_162_0,2,0.063,0.94686097,1.0,0.0597,1.0
annotate_busby_phage_435,preVC_77,Clustered,VC_77_0,4,0.116,0.66315949,2.7594316134978913,0.0769,1.0
annotate_busby_phage_436,preVC_77,Clustered,VC_77_0,4,0.116,0.66315949,2.7594316134978913,0.0769,1.0
annotate_busby_phage_437,,Outlier,,,,,,,
annotate_busby_phage_438,,Singleton,,,,,,,
annotate_busby_phage_439,,Singleton,,,,,,,
annotate_busby_phage_44,,Singleton,,,,,,,
annotate_busby_phage_440,preVC_150,Clustered,VC_150_0,2,0.0641,0.78540235,2.23606797749979,0.0503,1.0
annotate_busby_phage_441,preVC_77,Clustered,VC_77_0,4,0.116,0.66315949,2.7594316134978913,0.0769,1.0
annotate_busby_phage_442,preVC_77,Clustered,VC_77_0,4,0.116,0.66315949,2.7594316134978913,0.0769,1.0
annotate_busby_phage_443,,Outlier,,,,,,,
annotate_busby_phage_444,preVC_140,Clustered,VC_140_0,5,0.3589,0.99772368,1.444948974278318,0.3581,1.0
annotate_busby_phage_445,,Outlier,,,,,,,
annotate_busby_phage_446,,Outlier,,,,,,,
annotate_busby_phage_447,preVC_130,Clustered,VC_130_0,15,0.6538,1.0,4.895101125444098,0.6538,1.0
annotate_busby_phage_448,,Singleton,,,,,,,
annotate_busby_phage_449,,Outlier,,,,,,,
annotate_busby_phage_45,,Singleton,,,,,,,
annotate_busby_phage_450,,Outlier,,,,,,,
annotate_busby_phage_451,,Overlap (VC_88/VC_90),,,,,,,
annotate_busby_phage_452,,Overlap (VC_88/VC_91/VC_166),,,,,,,
annotate_busby_phage_453,,Overlap (VC_41/VC_54),,,,,,,
annotate_busby_phage_454,,Outlier,,,,,,,
annotate_busby_phage_455,preVC_126,Clustered,VC_126_0,4,0.1739,0.9703306,4.385851352394948,0.1687,1.0
annotate_busby_phage_456,preVC_58,Clustered,VC_58_0,3,0.0911,0.98694401,3.816133229676994,0.09,1.0
annotate_busby_phage_457,,Outlier,,,,,,,
annotate_busby_phage_458,preVC_96,Clustered,VC_96_0,5,0.0669,0.94082173,2.1212172533505806,0.063,1.0
annotate_busby_phage_459,preVC_96,Clustered,VC_96_0,5,0.0669,0.94082173,2.1212172533505806,0.063,1.0
annotate_busby_phage_46,preVC_129,Clustered,VC_129_0,2,0.5859,0.9331928,0.0,0.5468,1.0
annotate_busby_phage_460,,Outlier,,,,,,,
annotate_busby_phage_461,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_busby_phage_462,,Outlier,,,,,,,
annotate_busby_phage_463,,Outlier,,,,,,,
annotate_busby_phage_464,preVC_4,Clustered,VC_4_0,5,0.5156,0.99999976,3.883431255984211,0.5156,1.0
annotate_busby_phage_465,,Outlier,,,,,,,
annotate_busby_phage_466,preVC_71,Clustered,VC_71_0,3,0.3129,0.99796312,7.577591212031479,0.3123,1.0
annotate_busby_phage_467,preVC_56,Clustered,VC_56_0,2,0.1968,0.9471126,5.656854249492381,0.1864,1.0
annotate_busby_phage_468,preVC_17,Clustered,VC_17_0,6,0.2529,1.0,5.2015070273934905,0.2529,1.0
annotate_busby_phage_469,,Outlier,,,,,,,
annotate_busby_phage_47,,Outlier,,,,,,,
annotate_busby_phage_470,preVC_34,Clustered,VC_34_0,8,0.3548,1.0,7.319914446858829,0.3548,0.9286
annotate_busby_phage_471,,Outlier,,,,,,,
annotate_busby_phage_472,preVC_55,Clustered,VC_55_0,4,0.5497,0.99941935,6.485519820972523,0.5493,1.0
annotate_busby_phage_473,,Overlap (VC_38/VC_46),,,,,,,
annotate_busby_phage_474,preVC_95,Clustered,VC_95_0,19,0.8562,1.0,2.4501351360911467,0.8562,1.0
annotate_busby_phage_475,,Overlap (VC_88/VC_91/VC_128),,,,,,,
annotate_busby_phage_476,preVC_35,Clustered,VC_35_0,14,0.5987,1.0,6.535708325596691,0.5987,0.956
annotate_busby_phage_48,,Singleton,,,,,,,
annotate_busby_phage_49,preVC_147,Clustered,VC_147_0,2,1.0,1.0,0.0,1.0,1.0
annotate_busby_phage_5,,Singleton,,,,,,,
annotate_busby_phage_50,,Outlier,,,,,,,
annotate_busby_phage_51,preVC_156,Clustered,VC_156_0,2,1.0,1.0,0.0,1.0,1.0
annotate_busby_phage_52,preVC_157,Clustered,VC_157_0,2,0.2046,0.9410422,0.0,0.1926,1.0
annotate_busby_phage_53,,Outlier,,,,,,,
annotate_busby_phage_54,,Singleton,,,,,,,
annotate_busby_phage_55,,Singleton,,,,,,,
annotate_busby_phage_56,,Singleton,,,,,,,
annotate_busby_phage_57,,Singleton,,,,,,,
annotate_busby_phage_58,,Singleton,,,,,,,
annotate_busby_phage_59,,Singleton,,,,,,,
annotate_busby_phage_6,,Singleton,,,,,,,
annotate_busby_phage_60,,Singleton,,,,,,,
annotate_busby_phage_61,,Singleton,,,,,,,
annotate_busby_phage_62,preVC_140,Clustered,VC_140_0,5,0.3589,0.99772368,1.444948974278318,0.3581,1.0
annotate_busby_phage_63,,Singleton,,,,,,,
annotate_busby_phage_64,,Singleton,,,,,,,
annotate_busby_phage_65,,Singleton,,,,,,,
annotate_busby_phage_66,preVC_158,Clustered,VC_158_0,2,1.0,1.0,0.0,1.0,1.0
annotate_busby_phage_67,,Singleton,,,,,,,
annotate_busby_phage_68,preVC_159,Clustered,VC_159_0,2,0.2449,0.89435023,1.0,0.219,1.0
annotate_busby_phage_69,preVC_144,Clustered,VC_144_0,4,0.8187,0.69468524,1.9642215004898382,0.5688,1.0
annotate_busby_phage_7,preVC_155,Clustered,VC_155_0,2,1.0,1.0,0.0,1.0,1.0
annotate_busby_phage_70,,Singleton,,,,,,,
annotate_busby_phage_71,,Singleton,,,,,,,
annotate_busby_phage_73,,Singleton,,,,,,,
annotate_busby_phage_74,,Singleton,,,,,,,
annotate_busby_phage_75,,Singleton,,,,,,,
annotate_busby_phage_76,,Singleton,,,,,,,
annotate_busby_phage_77,,Singleton,,,,,,,
annotate_busby_phage_78,,Singleton,,,,,,,
annotate_busby_phage_79,preVC_160,Clustered,VC_160_0,2,1.0,1.0,0.0,1.0,1.0
annotate_busby_phage_8,,Singleton,,,,,,,
annotate_busby_phage_80,,Singleton,,,,,,,
annotate_busby_phage_81,,Singleton,,,,,,,
annotate_busby_phage_82,,Singleton,,,,,,,
annotate_busby_phage_83,,Singleton,,,,,,,
annotate_busby_phage_84,,Overlap (VC_11/VC_15),,,,,,,
annotate_busby_phage_85,,Singleton,,,,,,,
annotate_busby_phage_86,preVC_169,Clustered,VC_169_0,2,0.4771,0.85557782,3.605551275463989,0.4082,1.0
annotate_busby_phage_87,,Singleton,,,,,,,
annotate_busby_phage_88,,Singleton,,,,,,,
annotate_busby_phage_89,preVC_29,Clustered,VC_29_0,3,0.0751,0.56822344,3.7469976305606103,0.0427,1.0
annotate_busby_phage_9,,Singleton,,,,,,,
annotate_busby_phage_90,preVC_150,Clustered,VC_150_0,2,0.0641,0.78540235,2.23606797749979,0.0503,1.0
annotate_busby_phage_92,,Singleton,,,,,,,
annotate_busby_phage_93,,Outlier,,,,,,,
annotate_busby_phage_94,,Singleton,,,,,,,
annotate_busby_phage_95,,Singleton,,,,,,,
annotate_busby_phage_96,,Singleton,,,,,,,
annotate_busby_phage_97,,Outlier,,,,,,,
annotate_busby_phage_98,,Outlier,,,,,,,
annotate_busby_phage_99,,Singleton,,,,,,,
annotate_deboutte_phage_0,,Overlap (VC_41/VC_54),,,,,,,
annotate_deboutte_phage_1,preVC_149,Clustered,VC_149_0,9,0.9381,0.99999997,2.974899866179563,0.9381,1.0
annotate_deboutte_phage_10,preVC_28,Clustered,VC_28_0,4,0.0767,0.97622645,2.791491800924723,0.0749,1.0
annotate_deboutte_phage_100,,Outlier,,,,,,,
annotate_deboutte_phage_101,,Outlier,,,,,,,
annotate_deboutte_phage_102,preVC_171,Clustered,VC_171_0,2,0.7201,0.72985431,3.3166247903554,0.5256,1.0
annotate_deboutte_phage_103,,Outlier,,,,,,,
annotate_deboutte_phage_104,,Outlier,,,,,,,
annotate_deboutte_phage_105,preVC_132,Clustered,VC_132_0,7,0.7654,0.99999898,4.434774906222757,0.7654,1.0
annotate_deboutte_phage_106,,Outlier,,,,,,,
annotate_deboutte_phage_107,,Outlier,,,,,,,
annotate_deboutte_phage_108,,Outlier,,,,,,,
annotate_deboutte_phage_109,preVC_174,Clustered,VC_174_0,3,0.514,0.66873971,3.19442554657924,0.3437,1.0
annotate_deboutte_phage_11,,Outlier,,,,,,,
annotate_deboutte_phage_110,,Outlier,,,,,,,
annotate_deboutte_phage_111,preVC_174,Clustered,VC_174_0,3,0.514,0.66873971,3.19442554657924,0.3437,1.0
annotate_deboutte_phage_112,,Outlier,,,,,,,
annotate_deboutte_phage_113,preVC_170,Clustered,VC_170_0,6,0.8532,0.99946168,6.991563552812328,0.8527,0.8
annotate_deboutte_phage_114,,Outlier,,,,,,,
annotate_deboutte_phage_115,,Overlap (VC_180/VC_181),,,,,,,
annotate_deboutte_phage_116,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_deboutte_phage_117,preVC_58,Clustered,VC_58_0,3,0.0911,0.98694401,3.816133229676994,0.09,1.0
annotate_deboutte_phage_118,preVC_39,Clustered,VC_39_0,2,0.0651,0.59795967,3.1622776601683795,0.0389,1.0
annotate_deboutte_phage_119,preVC_151,Clustered,VC_151_0,2,0.2373,0.91237788,1.4142135623730951,0.2165,1.0
annotate_deboutte_phage_12,,Outlier,,,,,,,
annotate_deboutte_phage_120,,Outlier,,,,,,,
annotate_deboutte_phage_121,,Outlier,,,,,,,
annotate_deboutte_phage_122,,Outlier,,,,,,,
annotate_deboutte_phage_123,preVC_1,Clustered,VC_1_0,7,0.4085,1.0,6.527506105347375,0.4085,1.0
annotate_deboutte_phage_124,,Outlier,,,,,,,
annotate_deboutte_phage_125,,Outlier,,,,,,,
annotate_deboutte_phage_126,,Outlier,,,,,,,
annotate_deboutte_phage_127,preVC_182,Clustered,VC_182_0,2,1.0,1.0,1.4142135623730951,1.0,1.0
annotate_deboutte_phage_128,,Outlier,,,,,,,
annotate_deboutte_phage_129,,Overlap (VC_184/VC_217),,,,,,,
annotate_deboutte_phage_13,preVC_175,Clustered,VC_175_0,2,0.0,1.0,4.242640687119285,0.0,1.0
annotate_deboutte_phage_130,preVC_18,Clustered,VC_18_0,34,0.5988,1.0,6.1309941835980615,0.5988,0.9982
annotate_deboutte_phage_131,,Outlier,,,,,,,
annotate_deboutte_phage_132,,Outlier,,,,,,,
annotate_deboutte_phage_133,,Outlier,,,,,,,
annotate_deboutte_phage_134,preVC_58,Clustered,VC_58_0,3,0.0911,0.98694401,3.816133229676994,0.09,1.0
annotate_deboutte_phage_135,preVC_170,Clustered,VC_170_0,6,0.8532,0.99946168,6.991563552812328,0.8527,0.8
annotate_deboutte_phage_136,preVC_26,Clustered,VC_26_0,11,0.4415,1.0,3.864614140598421,0.4415,1.0
annotate_deboutte_phage_137,preVC_33,Clustered,VC_33_0,14,0.415,1.0,4.0664087203971,0.415,1.0
annotate_deboutte_phage_138,,Overlap (VC_22/VC_38),,,,,,,
annotate_deboutte_phage_139,,Outlier,,,,,,,
annotate_deboutte_phage_14,preVC_164,Clustered,VC_164_0,2,0.0532,0.81445332,3.872983346207417,0.0433,1.0
annotate_deboutte_phage_140,,Outlier,,,,,,,
annotate_deboutte_phage_141,,Overlap (VC_38/VC_46/VC_47),,,,,,,
annotate_deboutte_phage_142,,Singleton,,,,,,,
annotate_deboutte_phage_143,preVC_42,Clustered,VC_42_0,3,0.091,0.89868354,3.9911798921740114,0.0818,1.0
annotate_deboutte_phage_144,,Outlier,,,,,,,
annotate_deboutte_phage_145,,Outlier,,,,,,,
annotate_deboutte_phage_146,preVC_121,Clustered,VC_121_0,9,0.8128,0.99999991,5.388089680141375,0.8128,1.0
annotate_deboutte_phage_147,preVC_97,Clustered,VC_97_0,2,0.0941,0.66873971,2.6457513110645907,0.0629,1.0
annotate_deboutte_phage_148,preVC_186,Clustered,VC_186_0,4,0.5962,0.99781262,6.462912110011435,0.5948,1.0
annotate_deboutte_phage_149,,Overlap (VC_41/VC_54),,,,,,,
annotate_deboutte_phage_15,,Outlier,,,,,,,
annotate_deboutte_phage_150,preVC_13,Clustered,VC_13_0,32,0.7229,1.0,7.066655678565837,0.7229,0.8972
annotate_deboutte_phage_151,preVC_26,Clustered,VC_26_0,11,0.4415,1.0,3.864614140598421,0.4415,1.0
annotate_deboutte_phage_152,preVC_40,Clustered,VC_40_0,6,0.2412,0.99999999,6.492421842648904,0.2412,1.0
annotate_deboutte_phage_153,preVC_1,Clustered,VC_1_0,7,0.4085,1.0,6.527506105347375,0.4085,1.0
annotate_deboutte_phage_154,,Outlier,,,,,,,
annotate_deboutte_phage_155,,Outlier,,,,,,,
annotate_deboutte_phage_156,preVC_21,Clustered,VC_21_0,5,0.1309,0.89435457,4.185442445238935,0.1171,1.0
annotate_deboutte_phage_157,,Overlap (VC_77/VC_104),,,,,,,
annotate_deboutte_phage_158,,Outlier,,,,,,,
annotate_deboutte_phage_159,,Outlier,,,,,,,
annotate_deboutte_phage_16,,Outlier,,,,,,,
annotate_deboutte_phage_160,,Outlier,,,,,,,
annotate_deboutte_phage_161,,Outlier,,,,,,,
annotate_deboutte_phage_162,,Outlier,,,,,,,
annotate_deboutte_phage_163,preVC_138,Clustered,VC_138_0,11,0.7012,1.0,4.828349979993908,0.7012,1.0
annotate_deboutte_phage_164,,Singleton,,,,,,,
annotate_deboutte_phage_165,preVC_34,Clustered,VC_34_0,8,0.3548,1.0,7.319914446858829,0.3548,0.9286
annotate_deboutte_phage_166,,Outlier,,,,,,,
annotate_deboutte_phage_167,preVC_190,Clustered,VC_190_0,2,1.0,1.0,0.0,1.0,1.0
annotate_deboutte_phage_168,preVC_192,Clustered,VC_192_0,2,0.4603,0.91877225,4.58257569495584,0.4229,1.0
annotate_deboutte_phage_169,,Singleton,,,,,,,
annotate_deboutte_phage_17,,Outlier,,,,,,,
annotate_deboutte_phage_170,,Singleton,,,,,,,
annotate_deboutte_phage_171,preVC_136,Clustered,VC_136_0,2,0.7163,0.5,1.0,0.3581,1.0
annotate_deboutte_phage_172,,Singleton,,,,,,,
annotate_deboutte_phage_173,,Outlier,,,,,,,
annotate_deboutte_phage_174,preVC_132,Clustered,VC_132_0,7,0.7654,0.99999898,4.434774906222757,0.7654,1.0
annotate_deboutte_phage_175,,Singleton,,,,,,,
annotate_deboutte_phage_176,,Outlier,,,,,,,
annotate_deboutte_phage_177,,Outlier,,,,,,,
annotate_deboutte_phage_178,preVC_195,Clustered,VC_195_0,2,0.2585,0.6381632,8.54400374531753,0.165,1.0
annotate_deboutte_phage_179,preVC_196,Clustered,VC_196_0,3,1.0,1.0,3.7363834723651457,1.0,1.0
annotate_deboutte_phage_18,,Outlier,,,,,,,
annotate_deboutte_phage_180,preVC_121,Clustered,VC_121_0,9,0.8128,0.99999991,5.388089680141375,0.8128,1.0
annotate_deboutte_phage_181,,Overlap (VC_38/VC_46/VC_47/VC_50),,,,,,,
annotate_deboutte_phage_182,,Overlap (VC_84/VC_186),,,,,,,
annotate_deboutte_phage_183,preVC_199,Clustered,VC_199_0,6,0.7213,0.99999991,4.797114176191164,0.7213,1.0
annotate_deboutte_phage_184,preVC_199,Clustered,VC_199_0,6,0.7213,0.99999991,4.797114176191164,0.7213,1.0
annotate_deboutte_phage_185,,Overlap (VC_38/VC_46/VC_47/VC_50),,,,,,,
annotate_deboutte_phage_186,preVC_187,Clustered,VC_187_0,5,0.6294,0.99999259,6.438131257049117,0.6294,1.0
annotate_deboutte_phage_187,preVC_199,Clustered,VC_199_0,6,0.7213,0.99999991,4.797114176191164,0.7213,1.0
annotate_deboutte_phage_188,preVC_187,Clustered,VC_187_0,5,0.6294,0.99999259,6.438131257049117,0.6294,1.0
annotate_deboutte_phage_189,preVC_203,Clustered,VC_203_0,3,0.6719,0.92554266,4.018237216651806,0.6219,1.0
annotate_deboutte_phage_19,preVC_89,Clustered/Singleton,VC_89_0,1,0.0,1.0,0,0.0,1.0
annotate_deboutte_phage_190,preVC_142,Clustered,VC_142_0,7,0.5102,0.51003748,3.921876340103305,0.2602,1.0
annotate_deboutte_phage_191,preVC_104,Clustered,VC_104_0,4,0.5232,0.99993704,4.528340892062073,0.5232,1.0
annotate_deboutte_phage_192,preVC_112,Clustered,VC_112_0,3,0.3528,0.98211812,5.476718248338728,0.3464,1.0
annotate_deboutte_phage_193,preVC_68,Clustered,VC_68_0,2,0.2371,0.95035833,4.123105625617661,0.2253,1.0
annotate_deboutte_phage_194,preVC_186,Clustered,VC_186_0,4,0.5962,0.99781262,6.462912110011435,0.5948,1.0
annotate_deboutte_phage_195,preVC_104,Clustered,VC_104_0,4,0.5232,0.99993704,4.528340892062073,0.5232,1.0
annotate_deboutte_phage_196,preVC_138,Clustered,VC_138_0,11,0.7012,1.0,4.828349979993908,0.7012,1.0
annotate_deboutte_phage_197,,Outlier,,,,,,,
annotate_deboutte_phage_198,preVC_186,Clustered,VC_186_0,4,0.5962,0.99781262,6.462912110011435,0.5948,1.0
annotate_deboutte_phage_199,preVC_187,Clustered,VC_187_0,5,0.6294,0.99999259,6.438131257049117,0.6294,1.0
annotate_deboutte_phage_2,,Outlier,,,,,,,
annotate_deboutte_phage_20,preVC_127,Clustered/Singleton,VC_127_0,1,0.0,1.0,0,0.0,1.0
annotate_deboutte_phage_200,preVC_186,Clustered,VC_186_0,4,0.5962,0.99781262,6.462912110011435,0.5948,1.0
annotate_deboutte_phage_201,,Overlap (VC_23/VC_25),,,,,,,
annotate_deboutte_phage_202,preVC_112,Clustered,VC_112_0,3,0.3528,0.98211812,5.476718248338728,0.3464,1.0
annotate_deboutte_phage_203,preVC_204,Clustered,VC_204_0,4,0.4864,0.99983557,6.033242850949487,0.4864,1.0
annotate_deboutte_phage_204,,Outlier,,,,,,,
annotate_deboutte_phage_205,preVC_200,Clustered,VC_200_0,2,0.1047,0.86096216,4.0,0.0902,1.0
annotate_deboutte_phage_206,,Overlap (VC_201/VC_210),,,,,,,
annotate_deboutte_phage_207,preVC_9,Clustered,VC_9_0,3,0.3475,0.99006323,5.482827066832734,0.3441,1.0
annotate_deboutte_phage_208,preVC_199,Clustered,VC_199_0,6,0.7213,0.99999991,4.797114176191164,0.7213,1.0
annotate_deboutte_phage_209,,Outlier,,,,,,,
annotate_deboutte_phage_21,preVC_141,Clustered,VC_141_0,2,0.3028,0.5,2.449489742783178,0.1514,1.0
annotate_deboutte_phage_210,,Singleton,,,,,,,
annotate_deboutte_phage_211,,Overlap (VC_201/VC_209/VC_210),,,,,,,
annotate_deboutte_phage_212,preVC_166,Clustered,VC_166_0,6,0.2976,0.99880254,3.049848725620103,0.2972,1.0
annotate_deboutte_phage_213,preVC_213,Clustered,VC_213_0,3,0.7589,0.613585,4.958026105695008,0.4657,1.0
annotate_deboutte_phage_214,preVC_201,Clustered,VC_201_0,3,0.239,0.5,3.690355937288491,0.1195,1.0
annotate_deboutte_phage_215,,Outlier,,,,,,,
annotate_deboutte_phage_216,,Outlier,,,,,,,
annotate_deboutte_phage_217,,Singleton,,,,,,,
annotate_deboutte_phage_218,preVC_169,Clustered,VC_169_0,2,0.4771,0.85557782,3.605551275463989,0.4082,1.0
annotate_deboutte_phage_219,preVC_215,Clustered,VC_215_0,3,0.897,0.92554266,3.3565509635339144,0.8303,1.0
annotate_deboutte_phage_22,preVC_168,Clustered,VC_168_0,2,0.3941,0.72985431,1.7320508075688772,0.2877,1.0
annotate_deboutte_phage_220,,Outlier,,,,,,,
annotate_deboutte_phage_221,preVC_142,Clustered,VC_142_0,7,0.5102,0.51003748,3.921876340103305,0.2602,1.0
annotate_deboutte_phage_222,,Singleton,,,,,,,
annotate_deboutte_phage_223,,Singleton,,,,,,,
annotate_deboutte_phage_224,,Singleton,,,,,,,
annotate_deboutte_phage_225,preVC_112,Clustered,VC_112_0,3,0.3528,0.98211812,5.476718248338728,0.3464,1.0
annotate_deboutte_phage_226,,Outlier,,,,,,,
annotate_deboutte_phage_227,preVC_199,Clustered,VC_199_0,6,0.7213,0.99999991,4.797114176191164,0.7213,1.0
annotate_deboutte_phage_228,preVC_104,Clustered,VC_104_0,4,0.5232,0.99993704,4.528340892062073,0.5232,1.0
annotate_deboutte_phage_229,preVC_216,Clustered/Singleton,VC_216_0,1,0.0,1.0,0,0.0,1.0
annotate_deboutte_phage_23,,Outlier,,,,,,,
annotate_deboutte_phage_230,,Outlier,,,,,,,
annotate_deboutte_phage_231,preVC_166,Clustered,VC_166_0,6,0.2976,0.99880254,3.049848725620103,0.2972,1.0
annotate_deboutte_phage_232,,Outlier,,,,,,,
annotate_deboutte_phage_233,,Outlier,,,,,,,
annotate_deboutte_phage_234,preVC_217,Clustered,VC_217_0,14,0.9107,0.99999913,2.6169170657348726,0.9107,1.0
annotate_deboutte_phage_235,,Outlier,,,,,,,
annotate_deboutte_phage_236,,Singleton,,,,,,,
annotate_deboutte_phage_237,preVC_100,Clustered,VC_100_0,3,0.0895,0.90686532,4.5865171762458266,0.0812,1.0
annotate_deboutte_phage_238,,Outlier,,,,,,,
annotate_deboutte_phage_239,,Overlap (VC_38/VC_46/VC_47),,,,,,,
annotate_deboutte_phage_24,preVC_59,Clustered,VC_59_0,2,0.0512,0.63577291,3.7416573867739413,0.0326,1.0
annotate_deboutte_phage_240,,Overlap (VC_38/VC_46/VC_47),,,,,,,
annotate_deboutte_phage_241,,Overlap (VC_201/VC_209/VC_210),,,,,,,
annotate_deboutte_phage_242,,Outlier,,,,,,,
annotate_deboutte_phage_243,,Singleton,,,,,,,
annotate_deboutte_phage_244,,Singleton,,,,,,,
annotate_deboutte_phage_245,,Outlier,,,,,,,
annotate_deboutte_phage_246,,Singleton,,,,,,,
annotate_deboutte_phage_247,,Singleton,,,,,,,
annotate_deboutte_phage_248,preVC_218,Clustered,VC_218_0,2,0.1958,0.92921057,3.0,0.1819,1.0
annotate_deboutte_phage_249,,Singleton,,,,,,,
annotate_deboutte_phage_25,,Singleton,,,,,,,
annotate_deboutte_phage_250,preVC_201,Clustered,VC_201_0,3,0.239,0.5,3.690355937288491,0.1195,1.0
annotate_deboutte_phage_251,,Singleton,,,,,,,
annotate_deboutte_phage_252,,Outlier,,,,,,,
annotate_deboutte_phage_253,preVC_220,Clustered,VC_220_0,2,0.7443,0.72985431,3.1622776601683795,0.5432,1.0
annotate_deboutte_phage_254,,Outlier,,,,,,,
annotate_deboutte_phage_255,preVC_119,Clustered,VC_119_0,3,0.1266,0.82764789,3.0483506383671966,0.1048,1.0
annotate_deboutte_phage_256,preVC_166,Clustered,VC_166_0,6,0.2976,0.99880254,3.049848725620103,0.2972,1.0
annotate_deboutte_phage_257,,Outlier,,,,,,,
annotate_deboutte_phage_258,preVC_166,Clustered,VC_166_0,6,0.2976,0.99880254,3.049848725620103,0.2972,1.0
annotate_deboutte_phage_259,,Singleton,,,,,,,
annotate_deboutte_phage_26,,Singleton,,,,,,,
annotate_deboutte_phage_260,preVC_41,Clustered,VC_41_0,10,0.1377,0.9999991,3.40334469210856,0.1377,1.0
annotate_deboutte_phage_261,,Outlier,,,,,,,
annotate_deboutte_phage_262,preVC_99,Clustered,VC_99_0,4,0.1302,0.74155286,2.7444844770750563,0.0965,1.0
annotate_deboutte_phage_263,preVC_50,Clustered,VC_50_0,2,0.1824,0.5,4.242640687119285,0.0912,1.0
annotate_deboutte_phage_264,preVC_205,Clustered,VC_205_0,3,0.4249,0.9859071,0.9428090415820635,0.4189,1.0
annotate_deboutte_phage_265,,Outlier,,,,,,,
annotate_deboutte_phage_266,preVC_218,Clustered,VC_218_0,2,0.1958,0.92921057,3.0,0.1819,1.0
annotate_deboutte_phage_267,,Singleton,,,,,,,
annotate_deboutte_phage_268,,Outlier,,,,,,,
annotate_deboutte_phage_269,,Overlap (VC_201/VC_210),,,,,,,
annotate_deboutte_phage_27,,Outlier,,,,,,,
annotate_deboutte_phage_270,preVC_161,Clustered,VC_161_0,2,0.1552,0.5,4.898979485566356,0.0776,1.0
annotate_deboutte_phage_271,,Outlier,,,,,,,
annotate_deboutte_phage_272,preVC_221,Clustered,VC_221_0,3,1.0,1.0,3.0685863339705652,1.0,1.0
annotate_deboutte_phage_273,,Outlier,,,,,,,
annotate_deboutte_phage_274,,Outlier,,,,,,,
annotate_deboutte_phage_275,,Outlier,,,,,,,
annotate_deboutte_phage_276,,Outlier,,,,,,,
annotate_deboutte_phage_277,preVC_201,Clustered,VC_201_0,3,0.239,0.5,3.690355937288491,0.1195,1.0
annotate_deboutte_phage_278,,Singleton,,,,,,,
annotate_deboutte_phage_279,,Outlier,,,,,,,
annotate_deboutte_phage_28,preVC_41,Clustered,VC_41_0,10,0.1377,0.9999991,3.40334469210856,0.1377,1.0
annotate_deboutte_phage_280,,Singleton,,,,,,,
annotate_deboutte_phage_281,,Singleton,,,,,,,
annotate_deboutte_phage_282,,Singleton,,,,,,,
annotate_deboutte_phage_283,,Outlier,,,,,,,
annotate_deboutte_phage_284,,Outlier,,,,,,,
annotate_deboutte_phage_285,,Singleton,,,,,,,
annotate_deboutte_phage_286,,Singleton,,,,,,,
annotate_deboutte_phage_287,,Outlier,,,,,,,
annotate_deboutte_phage_288,preVC_221,Clustered,VC_221_0,3,1.0,1.0,3.0685863339705652,1.0,1.0
annotate_deboutte_phage_289,preVC_196,Clustered,VC_196_0,3,1.0,1.0,3.7363834723651457,1.0,1.0
annotate_deboutte_phage_29,,Outlier,,,,,,,
annotate_deboutte_phage_290,preVC_207,Clustered,VC_207_0,3,0.42,0.92220983,1.1380711874576983,0.3873,1.0
annotate_deboutte_phage_291,,Singleton,,,,,,,
annotate_deboutte_phage_292,,Singleton,,,,,,,
annotate_deboutte_phage_293,,Outlier,,,,,,,
annotate_deboutte_phage_294,,Outlier,,,,,,,
annotate_deboutte_phage_295,preVC_166,Clustered,VC_166_0,6,0.2976,0.99880254,3.049848725620103,0.2972,1.0
annotate_deboutte_phage_296,,Singleton,,,,,,,
annotate_deboutte_phage_297,,Outlier,,,,,,,
annotate_deboutte_phage_298,preVC_200,Clustered,VC_200_0,2,0.1047,0.86096216,4.0,0.0902,1.0
annotate_deboutte_phage_299,preVC_205,Clustered,VC_205_0,3,0.4249,0.9859071,0.9428090415820635,0.4189,1.0
annotate_deboutte_phage_3,preVC_163,Clustered,VC_163_0,2,0.2298,0.77337265,3.0,0.1777,1.0
annotate_deboutte_phage_30,,Outlier,,,,,,,
annotate_deboutte_phage_300,preVC_223,Clustered,VC_223_0,2,1.0,1.0,1.4142135623730951,1.0,1.0
annotate_deboutte_phage_301,,Outlier,,,,,,,
annotate_deboutte_phage_302,,Singleton,,,,,,,
annotate_deboutte_phage_303,preVC_207,Clustered,VC_207_0,3,0.42,0.92220983,1.1380711874576983,0.3873,1.0
annotate_deboutte_phage_304,,Outlier,,,,,,,
annotate_deboutte_phage_305,,Singleton,,,,,,,
annotate_deboutte_phage_306,preVC_221,Clustered,VC_221_0,3,1.0,1.0,3.0685863339705652,1.0,1.0
annotate_deboutte_phage_307,,Singleton,,,,,,,
