contig_id,pc_id
annotate_deboutte_phage_185,PC_00399
annotate_deboutte_phage_185,PC_00289
annotate_deboutte_phage_185,PC_00234
annotate_deboutte_phage_185,PC_00092
annotate_deboutte_phage_185,PC_05305
annotate_deboutte_phage_185,PC_01157
annotate_deboutte_phage_185,PC_05306
annotate_deboutte_phage_185,PC_03992
annotate_deboutte_phage_185,PC_02928
annotate_deboutte_phage_185,PC_03107
annotate_deboutte_phage_185,PC_00059
annotate_deboutte_phage_185,PC_05307
annotate_deboutte_phage_185,PC_00826
annotate_deboutte_phage_185,PC_00016
annotate_deboutte_phage_185,PC_01158
annotate_deboutte_phage_185,PC_03994
annotate_deboutte_phage_185,PC_01720
annotate_deboutte_phage_185,PC_03995
annotate_deboutte_phage_185,PC_03996
annotate_deboutte_phage_185,PC_02047
annotate_deboutte_phage_185,PC_00004
annotate_deboutte_phage_185,PC_00684
annotate_deboutte_phage_185,PC_00105
annotate_deboutte_phage_185,PC_00137
annotate_deboutte_phage_185,PC_05308
annotate_deboutte_phage_185,PC_02476
annotate_deboutte_phage_185,PC_03997
annotate_deboutte_phage_185,PC_00130
annotate_deboutte_phage_185,PC_05309
annotate_deboutte_phage_185,PC_02477
annotate_deboutte_phage_185,PC_03110
annotate_deboutte_phage_185,PC_05310
annotate_deboutte_phage_185,PC_05311
annotate_deboutte_phage_185,PC_00143
annotate_deboutte_phage_185,PC_01318
annotate_deboutte_phage_185,PC_00077
annotate_deboutte_phage_185,PC_00857
annotate_deboutte_phage_185,PC_01461
annotate_deboutte_phage_185,PC_00974
annotate_deboutte_phage_185,PC_01497
annotate_deboutte_phage_186,
annotate_deboutte_phage_186,PC_05312
annotate_deboutte_phage_186,PC_03111
annotate_deboutte_phage_186,PC_03112
annotate_deboutte_phage_186,PC_02478
annotate_deboutte_phage_186,PC_00826
annotate_deboutte_phage_186,PC_03999
annotate_deboutte_phage_186,PC_02476
annotate_deboutte_phage_186,PC_05307
annotate_deboutte_phage_186,PC_00142
annotate_deboutte_phage_186,PC_05313
annotate_deboutte_phage_186,PC_05314
annotate_deboutte_phage_186,PC_02448
annotate_deboutte_phage_186,PC_01705
annotate_deboutte_phage_186,PC_02447
annotate_deboutte_phage_186,PC_00976
annotate_deboutte_phage_186,PC_01498
annotate_deboutte_phage_186,PC_02480
annotate_deboutte_phage_186,PC_06968
annotate_deboutte_phage_186,PC_02224
annotate_deboutte_phage_186,PC_00158
annotate_deboutte_phage_186,PC_00116
annotate_deboutte_phage_186,PC_01269
annotate_deboutte_phage_186,PC_02048
annotate_deboutte_phage_186,PC_04001
annotate_deboutte_phage_186,PC_03109
annotate_deboutte_phage_186,PC_04002
annotate_deboutte_phage_186,PC_01545
annotate_deboutte_phage_186,PC_02049
annotate_deboutte_phage_186,PC_01319
annotate_deboutte_phage_186,PC_02050
annotate_deboutte_phage_186,PC_01702
annotate_deboutte_phage_186,PC_02481
annotate_deboutte_phage_186,PC_01238
annotate_deboutte_phage_186,PC_01873
annotate_deboutte_phage_186,PC_01237
annotate_deboutte_phage_186,PC_02051
annotate_deboutte_phage_186,PC_02052
annotate_deboutte_phage_186,PC_01026
annotate_deboutte_phage_186,PC_05315
annotate_deboutte_phage_186,PC_01872
annotate_deboutte_phage_186,PC_03113
annotate_deboutte_phage_186,PC_01499
annotate_deboutte_phage_186,PC_01722
annotate_deboutte_phage_186,PC_01723
annotate_deboutte_phage_186,PC_02482
annotate_deboutte_phage_186,PC_01416
annotate_deboutte_phage_186,PC_01293
annotate_deboutte_phage_186,PC_04005
annotate_deboutte_phage_186,PC_00104
annotate_deboutte_phage_186,PC_01719
annotate_deboutte_phage_186,PC_03732
annotate_deboutte_phage_186,PC_00054
annotate_deboutte_phage_186,PC_02956
annotate_deboutte_phage_186,PC_00096
annotate_deboutte_phage_187,
annotate_deboutte_phage_187,PC_03984
annotate_deboutte_phage_187,PC_05298
annotate_deboutte_phage_187,PC_00224
annotate_deboutte_phage_187,PC_00562
annotate_deboutte_phage_187,PC_00460
annotate_deboutte_phage_187,PC_02037
annotate_deboutte_phage_187,PC_02038
annotate_deboutte_phage_187,PC_01494
annotate_deboutte_phage_187,PC_00415
annotate_deboutte_phage_187,PC_01602
annotate_deboutte_phage_187,PC_01717
annotate_deboutte_phage_187,PC_01603
annotate_deboutte_phage_187,PC_00416
annotate_deboutte_phage_187,PC_02039
annotate_deboutte_phage_187,PC_00677
annotate_deboutte_phage_187,PC_01495
annotate_deboutte_phage_187,PC_01496
annotate_deboutte_phage_187,PC_02028
annotate_deboutte_phage_187,PC_01026
annotate_deboutte_phage_187,PC_01697
annotate_deboutte_phage_187,PC_01405
annotate_deboutte_phage_187,PC_02473
annotate_deboutte_phage_187,PC_05316
annotate_deboutte_phage_187,PC_02041
annotate_deboutte_phage_187,PC_01604
annotate_deboutte_phage_187,PC_03986
annotate_deboutte_phage_187,PC_00020
annotate_deboutte_phage_187,PC_01549
annotate_deboutte_phage_187,PC_00417
annotate_deboutte_phage_187,PC_02470
annotate_deboutte_phage_187,PC_02471
annotate_deboutte_phage_187,PC_05317
annotate_deboutte_phage_187,PC_05297
annotate_deboutte_phage_188,
annotate_deboutte_phage_188,PC_02956
annotate_deboutte_phage_188,PC_00096
annotate_deboutte_phage_188,PC_00016
annotate_deboutte_phage_188,PC_05312
annotate_deboutte_phage_188,PC_02053
annotate_deboutte_phage_188,PC_03111
annotate_deboutte_phage_188,PC_03112
annotate_deboutte_phage_188,PC_02478
annotate_deboutte_phage_188,PC_03999
annotate_deboutte_phage_188,PC_05204
annotate_deboutte_phage_188,PC_04006
annotate_deboutte_phage_188,PC_04007
annotate_deboutte_phage_188,PC_03069
annotate_deboutte_phage_188,PC_02448
annotate_deboutte_phage_188,PC_04008
annotate_deboutte_phage_188,PC_01705
annotate_deboutte_phage_188,PC_02447
annotate_deboutte_phage_188,PC_00976
annotate_deboutte_phage_188,PC_05318
annotate_deboutte_phage_188,PC_02483
annotate_deboutte_phage_188,PC_03068
annotate_deboutte_phage_188,PC_05319
annotate_deboutte_phage_188,PC_02446
annotate_deboutte_phage_188,PC_02224
annotate_deboutte_phage_188,PC_00158
annotate_deboutte_phage_188,PC_00116
annotate_deboutte_phage_188,PC_01269
annotate_deboutte_phage_188,PC_02048
annotate_deboutte_phage_188,PC_03114
annotate_deboutte_phage_188,PC_03109
annotate_deboutte_phage_188,PC_04002
annotate_deboutte_phage_188,PC_01144
annotate_deboutte_phage_188,PC_02049
annotate_deboutte_phage_188,PC_01319
annotate_deboutte_phage_188,PC_02050
annotate_deboutte_phage_188,PC_01702
annotate_deboutte_phage_188,PC_02481
annotate_deboutte_phage_188,PC_01238
annotate_deboutte_phage_188,PC_02054
annotate_deboutte_phage_188,PC_01873
annotate_deboutte_phage_188,PC_01237
annotate_deboutte_phage_188,PC_02051
annotate_deboutte_phage_188,PC_02052
annotate_deboutte_phage_188,PC_00193
annotate_deboutte_phage_188,PC_01872
annotate_deboutte_phage_188,PC_01499
annotate_deboutte_phage_188,PC_01722
annotate_deboutte_phage_188,PC_01723
annotate_deboutte_phage_188,PC_02482
annotate_deboutte_phage_188,PC_01416
annotate_deboutte_phage_188,PC_01293
annotate_deboutte_phage_188,PC_05320
annotate_deboutte_phage_188,PC_00104
annotate_deboutte_phage_188,PC_00491
annotate_deboutte_phage_188,PC_05321
annotate_deboutte_phage_188,PC_03732
annotate_deboutte_phage_188,PC_00054
annotate_deboutte_phage_189,PC_05322
annotate_deboutte_phage_189,PC_05323
annotate_deboutte_phage_189,PC_04916
annotate_deboutte_phage_189,PC_05324
annotate_deboutte_phage_189,PC_05111
annotate_deboutte_phage_189,PC_01218
annotate_deboutte_phage_189,PC_00094
annotate_deboutte_phage_189,PC_05325
annotate_deboutte_phage_189,PC_05326
annotate_deboutte_phage_189,PC_05327
annotate_deboutte_phage_189,PC_05328
annotate_deboutte_phage_189,
annotate_deboutte_phage_189,PC_02817
annotate_deboutte_phage_189,PC_00337
annotate_deboutte_phage_189,PC_00465
annotate_deboutte_phage_189,PC_00248
annotate_deboutte_phage_189,PC_00131
annotate_deboutte_phage_189,PC_00156
annotate_deboutte_phage_189,PC_01496
annotate_deboutte_phage_189,PC_01159
annotate_deboutte_phage_189,PC_01404
annotate_deboutte_phage_189,PC_02824
annotate_deboutte_phage_189,PC_00578
annotate_deboutte_phage_189,PC_02055
annotate_deboutte_phage_189,PC_01498
annotate_deboutte_phage_189,PC_00595
annotate_deboutte_phage_19,PC_00356
annotate_deboutte_phage_19,PC_00294
annotate_deboutte_phage_19,PC_01860
annotate_deboutte_phage_19,PC_01859
annotate_deboutte_phage_19,PC_02245
annotate_deboutte_phage_19,PC_03588
annotate_deboutte_phage_19,PC_00239
annotate_deboutte_phage_190,PC_04012
annotate_deboutte_phage_190,PC_04013
annotate_deboutte_phage_190,PC_04014
annotate_deboutte_phage_190,PC_04015
annotate_deboutte_phage_190,PC_02335
annotate_deboutte_phage_190,PC_01437
annotate_deboutte_phage_190,PC_01932
annotate_deboutte_phage_190,
annotate_deboutte_phage_190,PC_05329
annotate_deboutte_phage_190,PC_05330
annotate_deboutte_phage_190,PC_04928
annotate_deboutte_phage_190,PC_04016
annotate_deboutte_phage_190,PC_01267
annotate_deboutte_phage_190,PC_05331
annotate_deboutte_phage_190,PC_04017
annotate_deboutte_phage_190,PC_05332
annotate_deboutte_phage_190,PC_01268
annotate_deboutte_phage_190,PC_01276
annotate_deboutte_phage_190,PC_01014
annotate_deboutte_phage_190,PC_00066
annotate_deboutte_phage_190,PC_02923
annotate_deboutte_phage_190,PC_01449
annotate_deboutte_phage_190,PC_01320
annotate_deboutte_phage_190,PC_01321
annotate_deboutte_phage_190,PC_01317
annotate_deboutte_phage_190,PC_01161
annotate_deboutte_phage_190,PC_01259
annotate_deboutte_phage_190,PC_01322
annotate_deboutte_phage_190,PC_01501
annotate_deboutte_phage_190,PC_01726
annotate_deboutte_phage_190,PC_05333
annotate_deboutte_phage_191,PC_00460
annotate_deboutte_phage_191,PC_04019
annotate_deboutte_phage_191,PC_05334
annotate_deboutte_phage_191,PC_00417
annotate_deboutte_phage_191,
annotate_deboutte_phage_191,PC_01572
annotate_deboutte_phage_191,PC_05335
annotate_deboutte_phage_191,PC_00274
annotate_deboutte_phage_191,PC_04020
annotate_deboutte_phage_191,PC_03116
annotate_deboutte_phage_191,PC_01875
annotate_deboutte_phage_191,PC_01441
annotate_deboutte_phage_191,PC_00578
annotate_deboutte_phage_191,PC_05336
annotate_deboutte_phage_191,PC_03986
annotate_deboutte_phage_191,PC_00989
annotate_deboutte_phage_191,PC_04021
annotate_deboutte_phage_191,PC_01404
annotate_deboutte_phage_191,PC_03117
annotate_deboutte_phage_191,PC_05337
annotate_deboutte_phage_191,PC_05338
annotate_deboutte_phage_191,PC_00416
annotate_deboutte_phage_191,PC_01951
annotate_deboutte_phage_191,PC_01403
annotate_deboutte_phage_191,PC_02259
annotate_deboutte_phage_191,PC_00415
annotate_deboutte_phage_191,PC_05340
annotate_deboutte_phage_191,PC_03118
annotate_deboutte_phage_191,PC_04023
annotate_deboutte_phage_191,PC_01993
annotate_deboutte_phage_191,PC_02013
annotate_deboutte_phage_191,PC_02486
annotate_deboutte_phage_191,PC_02487
annotate_deboutte_phage_191,PC_02488
annotate_deboutte_phage_192,PC_02056
annotate_deboutte_phage_192,
annotate_deboutte_phage_192,PC_01644
annotate_deboutte_phage_192,PC_02480
annotate_deboutte_phage_192,PC_01042
annotate_deboutte_phage_192,PC_00110
annotate_deboutte_phage_192,PC_01707
annotate_deboutte_phage_192,PC_05341
annotate_deboutte_phage_192,PC_01144
annotate_deboutte_phage_192,PC_00036
annotate_deboutte_phage_192,PC_01502
annotate_deboutte_phage_192,PC_00748
annotate_deboutte_phage_192,PC_01162
annotate_deboutte_phage_192,PC_01492
annotate_deboutte_phage_192,PC_01202
annotate_deboutte_phage_192,PC_01497
annotate_deboutte_phage_192,PC_00704
annotate_deboutte_phage_192,PC_04024
annotate_deboutte_phage_192,PC_03028
annotate_deboutte_phage_192,PC_05342
annotate_deboutte_phage_192,PC_05343
annotate_deboutte_phage_192,PC_00562
annotate_deboutte_phage_192,PC_05344
annotate_deboutte_phage_192,PC_01720
annotate_deboutte_phage_192,PC_05345
annotate_deboutte_phage_192,PC_01485
annotate_deboutte_phage_192,PC_05346
annotate_deboutte_phage_192,PC_04000
annotate_deboutte_phage_192,PC_05347
annotate_deboutte_phage_192,PC_01309
annotate_deboutte_phage_192,PC_00267
annotate_deboutte_phage_192,PC_02477
annotate_deboutte_phage_192,PC_04025
annotate_deboutte_phage_192,PC_00016
annotate_deboutte_phage_192,PC_02489
annotate_deboutte_phage_193,
annotate_deboutte_phage_193,PC_01459
annotate_deboutte_phage_193,PC_01630
annotate_deboutte_phage_193,PC_01263
annotate_deboutte_phage_193,PC_01124
annotate_deboutte_phage_193,PC_00512
annotate_deboutte_phage_193,PC_03122
annotate_deboutte_phage_193,PC_05266
annotate_deboutte_phage_193,PC_03481
annotate_deboutte_phage_193,PC_05348
annotate_deboutte_phage_193,PC_00383
annotate_deboutte_phage_193,PC_05349
annotate_deboutte_phage_193,PC_00827
annotate_deboutte_phage_193,PC_04026
annotate_deboutte_phage_193,PC_02059
annotate_deboutte_phage_193,PC_00608
annotate_deboutte_phage_193,PC_04921
annotate_deboutte_phage_193,PC_01419
annotate_deboutte_phage_193,PC_01089
annotate_deboutte_phage_193,PC_00293
annotate_deboutte_phage_193,PC_01385
annotate_deboutte_phage_193,PC_02304
annotate_deboutte_phage_193,PC_00776
annotate_deboutte_phage_193,PC_01383
annotate_deboutte_phage_193,PC_05350
annotate_deboutte_phage_193,PC_03123
annotate_deboutte_phage_193,PC_00404
annotate_deboutte_phage_193,PC_05351
annotate_deboutte_phage_193,PC_05352
annotate_deboutte_phage_193,PC_03124
annotate_deboutte_phage_193,PC_01080
annotate_deboutte_phage_193,PC_00710
annotate_deboutte_phage_193,PC_00709
annotate_deboutte_phage_193,PC_02215
annotate_deboutte_phage_193,PC_01209
annotate_deboutte_phage_193,PC_01210
annotate_deboutte_phage_193,PC_00019
annotate_deboutte_phage_193,PC_00025
annotate_deboutte_phage_194,PC_03921
annotate_deboutte_phage_194,
annotate_deboutte_phage_194,PC_03922
annotate_deboutte_phage_194,PC_03923
annotate_deboutte_phage_194,PC_02015
annotate_deboutte_phage_194,PC_02016
annotate_deboutte_phage_194,PC_01698
annotate_deboutte_phage_194,PC_03001
annotate_deboutte_phage_194,PC_03912
annotate_deboutte_phage_194,PC_03913
annotate_deboutte_phage_194,PC_00472
annotate_deboutte_phage_194,PC_03056
annotate_deboutte_phage_194,PC_03057
annotate_deboutte_phage_194,PC_03914
annotate_deboutte_phage_194,PC_03058
annotate_deboutte_phage_194,PC_03059
annotate_deboutte_phage_194,PC_03060
annotate_deboutte_phage_194,PC_03915
annotate_deboutte_phage_194,PC_03916
annotate_deboutte_phage_194,PC_03917
annotate_deboutte_phage_194,PC_03893
annotate_deboutte_phage_194,PC_03061
annotate_deboutte_phage_194,PC_05353
annotate_deboutte_phage_194,PC_00745
annotate_deboutte_phage_194,PC_05178
annotate_deboutte_phage_194,PC_01498
annotate_deboutte_phage_195,PC_00415
annotate_deboutte_phage_195,PC_04022
annotate_deboutte_phage_195,PC_03118
annotate_deboutte_phage_195,PC_04023
annotate_deboutte_phage_195,PC_01993
annotate_deboutte_phage_195,PC_02013
annotate_deboutte_phage_195,PC_05354
annotate_deboutte_phage_195,
annotate_deboutte_phage_195,PC_02486
annotate_deboutte_phage_195,PC_02487
annotate_deboutte_phage_195,PC_02488
annotate_deboutte_phage_195,PC_00460
annotate_deboutte_phage_195,PC_04019
annotate_deboutte_phage_195,PC_05355
annotate_deboutte_phage_195,PC_00417
annotate_deboutte_phage_195,PC_01572
annotate_deboutte_phage_195,PC_01041
annotate_deboutte_phage_195,PC_03116
annotate_deboutte_phage_195,PC_01875
annotate_deboutte_phage_195,PC_01441
annotate_deboutte_phage_195,PC_00578
annotate_deboutte_phage_195,PC_00989
annotate_deboutte_phage_195,PC_01404
annotate_deboutte_phage_195,PC_03117
annotate_deboutte_phage_195,PC_05337
annotate_deboutte_phage_195,PC_05338
annotate_deboutte_phage_195,PC_00416
annotate_deboutte_phage_195,PC_01951
annotate_deboutte_phage_195,PC_01403
annotate_deboutte_phage_196,PC_00817
annotate_deboutte_phage_196,PC_01013
annotate_deboutte_phage_196,PC_01129
annotate_deboutte_phage_196,PC_01115
annotate_deboutte_phage_196,PC_00224
annotate_deboutte_phage_196,PC_00617
annotate_deboutte_phage_196,PC_00446
annotate_deboutte_phage_196,PC_00050
annotate_deboutte_phage_196,PC_00355
annotate_deboutte_phage_196,PC_00456
annotate_deboutte_phage_196,PC_03661
annotate_deboutte_phage_196,PC_00104
annotate_deboutte_phage_196,PC_00268
annotate_deboutte_phage_196,PC_00957
annotate_deboutte_phage_196,PC_02955
annotate_deboutte_phage_196,PC_00054
annotate_deboutte_phage_196,PC_05356
annotate_deboutte_phage_196,PC_03770
annotate_deboutte_phage_196,PC_00269
annotate_deboutte_phage_196,PC_00096
annotate_deboutte_phage_196,PC_01285
annotate_deboutte_phage_196,PC_05358
annotate_deboutte_phage_196,
annotate_deboutte_phage_196,PC_03934
annotate_deboutte_phage_196,PC_00373
annotate_deboutte_phage_196,PC_01503
annotate_deboutte_phage_196,PC_00334
annotate_deboutte_phage_196,PC_05359
annotate_deboutte_phage_196,PC_01458
annotate_deboutte_phage_196,PC_01453
annotate_deboutte_phage_196,PC_05360
annotate_deboutte_phage_196,PC_01019
annotate_deboutte_phage_196,PC_01150
annotate_deboutte_phage_196,PC_00737
annotate_deboutte_phage_196,PC_00902
annotate_deboutte_phage_196,PC_00820
annotate_deboutte_phage_196,PC_00736
annotate_deboutte_phage_196,PC_00618
annotate_deboutte_phage_196,PC_00333
annotate_deboutte_phage_196,PC_00677
annotate_deboutte_phage_196,PC_00819
annotate_deboutte_phage_196,PC_00818
annotate_deboutte_phage_197,
annotate_deboutte_phage_197,PC_01590
annotate_deboutte_phage_197,PC_01497
annotate_deboutte_phage_197,PC_01202
annotate_deboutte_phage_197,PC_01492
annotate_deboutte_phage_197,PC_01162
annotate_deboutte_phage_197,PC_00748
annotate_deboutte_phage_197,PC_01502
annotate_deboutte_phage_197,PC_00036
annotate_deboutte_phage_197,PC_02490
annotate_deboutte_phage_197,PC_03069
annotate_deboutte_phage_197,PC_00004
annotate_deboutte_phage_197,PC_06922
annotate_deboutte_phage_197,PC_04005
annotate_deboutte_phage_197,PC_00103
annotate_deboutte_phage_197,PC_03126
annotate_deboutte_phage_197,PC_05361
annotate_deboutte_phage_197,PC_05362
annotate_deboutte_phage_197,PC_01719
annotate_deboutte_phage_197,PC_00158
annotate_deboutte_phage_197,PC_00116
annotate_deboutte_phage_197,PC_00504
annotate_deboutte_phage_197,PC_05363
annotate_deboutte_phage_197,PC_01482
annotate_deboutte_phage_197,PC_00721
annotate_deboutte_phage_197,PC_05030
annotate_deboutte_phage_197,PC_00664
annotate_deboutte_phage_197,PC_00538
annotate_deboutte_phage_197,PC_00782
annotate_deboutte_phage_197,PC_00546
annotate_deboutte_phage_198,PC_02219
annotate_deboutte_phage_198,PC_03063
annotate_deboutte_phage_198,PC_03064
annotate_deboutte_phage_198,PC_02436
annotate_deboutte_phage_198,PC_03065
annotate_deboutte_phage_198,PC_01699
annotate_deboutte_phage_198,PC_05179
annotate_deboutte_phage_198,PC_01909
annotate_deboutte_phage_198,PC_05180
annotate_deboutte_phage_198,PC_02400
annotate_deboutte_phage_198,PC_02437
annotate_deboutte_phage_198,PC_03918
annotate_deboutte_phage_198,PC_03919
annotate_deboutte_phage_198,PC_01700
annotate_deboutte_phage_198,PC_03920
annotate_deboutte_phage_198,PC_05182
annotate_deboutte_phage_198,
annotate_deboutte_phage_198,PC_00582
annotate_deboutte_phage_198,PC_05183
annotate_deboutte_phage_198,PC_05184
annotate_deboutte_phage_198,PC_03556
annotate_deboutte_phage_198,PC_02439
annotate_deboutte_phage_198,PC_01701
annotate_deboutte_phage_198,PC_05185
annotate_deboutte_phage_198,PC_05186
annotate_deboutte_phage_198,PC_04028
annotate_deboutte_phage_198,PC_05187
annotate_deboutte_phage_198,PC_02827
annotate_deboutte_phage_198,PC_03066
annotate_deboutte_phage_198,PC_03067
annotate_deboutte_phage_198,PC_02440
annotate_deboutte_phage_198,PC_01148
annotate_deboutte_phage_198,PC_05188
annotate_deboutte_phage_198,PC_05189
annotate_deboutte_phage_198,PC_05190
annotate_deboutte_phage_198,PC_05191
annotate_deboutte_phage_198,PC_05193
annotate_deboutte_phage_198,PC_05194
annotate_deboutte_phage_199,
annotate_deboutte_phage_199,PC_02482
annotate_deboutte_phage_199,PC_01723
annotate_deboutte_phage_199,PC_01722
annotate_deboutte_phage_199,PC_01499
annotate_deboutte_phage_199,PC_03113
annotate_deboutte_phage_199,PC_01872
annotate_deboutte_phage_199,PC_02052
annotate_deboutte_phage_199,PC_02051
annotate_deboutte_phage_199,PC_01237
annotate_deboutte_phage_199,PC_01873
annotate_deboutte_phage_199,PC_02054
annotate_deboutte_phage_199,PC_01238
annotate_deboutte_phage_199,PC_02481
annotate_deboutte_phage_199,PC_01702
annotate_deboutte_phage_199,PC_02050
annotate_deboutte_phage_199,PC_01319
annotate_deboutte_phage_199,PC_02049
annotate_deboutte_phage_199,PC_01271
annotate_deboutte_phage_199,PC_00004
annotate_deboutte_phage_199,PC_02047
annotate_deboutte_phage_199,PC_02048
annotate_deboutte_phage_199,PC_00491
annotate_deboutte_phage_199,PC_01269
annotate_deboutte_phage_199,PC_00116
annotate_deboutte_phage_199,PC_00158
annotate_deboutte_phage_199,PC_05364
annotate_deboutte_phage_199,PC_00566
annotate_deboutte_phage_199,PC_05205
annotate_deboutte_phage_199,PC_01158
annotate_deboutte_phage_199,PC_02476
annotate_deboutte_phage_199,PC_00354
annotate_deboutte_phage_199,PC_05365
annotate_deboutte_phage_199,PC_05366
annotate_deboutte_phage_199,PC_02491
annotate_deboutte_phage_199,PC_05310
annotate_deboutte_phage_199,PC_00924
annotate_deboutte_phage_199,PC_01720
annotate_deboutte_phage_199,PC_00773
annotate_deboutte_phage_199,PC_00199
annotate_deboutte_phage_199,PC_00486
annotate_deboutte_phage_199,PC_00525
annotate_deboutte_phage_2,PC_05367
annotate_deboutte_phage_2,PC_03128
annotate_deboutte_phage_2,PC_05368
annotate_deboutte_phage_2,PC_05369
annotate_deboutte_phage_2,PC_05370
annotate_deboutte_phage_2,PC_04965
annotate_deboutte_phage_2,PC_04966
annotate_deboutte_phage_2,PC_05371
annotate_deboutte_phage_2,PC_05372
annotate_deboutte_phage_2,PC_05373
annotate_deboutte_phage_2,PC_03127
annotate_deboutte_phage_2,PC_05374
annotate_deboutte_phage_2,PC_05375
annotate_deboutte_phage_2,PC_01443
annotate_deboutte_phage_2,PC_05376
annotate_deboutte_phage_20,PC_03818
annotate_deboutte_phage_20,PC_03819
annotate_deboutte_phage_20,PC_02382
annotate_deboutte_phage_20,PC_03820
annotate_deboutte_phage_20,PC_02383
annotate_deboutte_phage_20,PC_03821
annotate_deboutte_phage_20,PC_02275
annotate_deboutte_phage_20,PC_02384
annotate_deboutte_phage_20,PC_02385
annotate_deboutte_phage_200,
annotate_deboutte_phage_200,PC_03893
annotate_deboutte_phage_200,PC_03917
annotate_deboutte_phage_200,PC_03916
annotate_deboutte_phage_200,PC_03915
annotate_deboutte_phage_200,PC_03060
annotate_deboutte_phage_200,PC_03059
annotate_deboutte_phage_200,PC_03058
annotate_deboutte_phage_200,PC_03914
annotate_deboutte_phage_200,PC_03057
annotate_deboutte_phage_200,PC_03056
annotate_deboutte_phage_200,PC_00472
annotate_deboutte_phage_200,PC_03913
annotate_deboutte_phage_200,PC_03912
annotate_deboutte_phage_200,PC_01709
annotate_deboutte_phage_200,PC_01698
annotate_deboutte_phage_200,PC_02016
annotate_deboutte_phage_200,PC_02015
annotate_deboutte_phage_200,PC_00745
annotate_deboutte_phage_201,PC_02330
annotate_deboutte_phage_201,PC_00731
annotate_deboutte_phage_201,PC_00449
annotate_deboutte_phage_201,PC_00895
annotate_deboutte_phage_201,PC_01140
annotate_deboutte_phage_201,PC_00910
annotate_deboutte_phage_201,PC_00741
annotate_deboutte_phage_201,PC_01163
annotate_deboutte_phage_201,PC_02061
annotate_deboutte_phage_201,PC_02062
annotate_deboutte_phage_201,PC_02063
annotate_deboutte_phage_201,PC_02064
annotate_deboutte_phage_201,PC_01596
annotate_deboutte_phage_201,PC_01164
annotate_deboutte_phage_201,PC_02065
annotate_deboutte_phage_201,PC_02066
annotate_deboutte_phage_201,PC_02067
annotate_deboutte_phage_201,PC_02068
annotate_deboutte_phage_201,PC_02069
annotate_deboutte_phage_201,PC_02070
annotate_deboutte_phage_201,PC_01721
annotate_deboutte_phage_201,PC_02071
annotate_deboutte_phage_201,PC_03130
annotate_deboutte_phage_201,PC_01165
annotate_deboutte_phage_201,PC_01166
annotate_deboutte_phage_201,PC_01729
annotate_deboutte_phage_201,PC_00047
annotate_deboutte_phage_201,PC_00484
annotate_deboutte_phage_201,
annotate_deboutte_phage_202,
annotate_deboutte_phage_202,PC_05342
annotate_deboutte_phage_202,PC_05343
annotate_deboutte_phage_202,PC_05344
annotate_deboutte_phage_202,PC_05345
annotate_deboutte_phage_202,PC_01485
annotate_deboutte_phage_202,PC_05346
annotate_deboutte_phage_202,PC_05378
annotate_deboutte_phage_202,PC_01309
annotate_deboutte_phage_202,PC_00267
annotate_deboutte_phage_202,PC_02072
annotate_deboutte_phage_202,PC_02477
annotate_deboutte_phage_202,PC_05379
annotate_deboutte_phage_202,PC_02479
annotate_deboutte_phage_202,PC_05380
annotate_deboutte_phage_202,PC_01042
annotate_deboutte_phage_203,PC_05381
annotate_deboutte_phage_203,PC_02493
annotate_deboutte_phage_203,PC_05382
annotate_deboutte_phage_203,PC_00229
annotate_deboutte_phage_203,PC_03131
annotate_deboutte_phage_203,PC_03132
annotate_deboutte_phage_203,PC_02816
annotate_deboutte_phage_203,PC_03133
annotate_deboutte_phage_203,PC_02044
annotate_deboutte_phage_203,
annotate_deboutte_phage_203,PC_03134
annotate_deboutte_phage_203,PC_03017
annotate_deboutte_phage_203,PC_03135
annotate_deboutte_phage_203,PC_02398
annotate_deboutte_phage_203,PC_03115
annotate_deboutte_phage_203,PC_00094
annotate_deboutte_phage_203,PC_01218
annotate_deboutte_phage_203,PC_01431
annotate_deboutte_phage_203,PC_01293
annotate_deboutte_phage_203,PC_02018
annotate_deboutte_phage_203,PC_02494
annotate_deboutte_phage_203,PC_05384
annotate_deboutte_phage_203,PC_03136
annotate_deboutte_phage_203,PC_02449
annotate_deboutte_phage_203,PC_05385
annotate_deboutte_phage_203,PC_04032
annotate_deboutte_phage_203,PC_05386
annotate_deboutte_phage_203,PC_05388
annotate_deboutte_phage_203,PC_00815
annotate_deboutte_phage_203,PC_05389
annotate_deboutte_phage_203,PC_05390
annotate_deboutte_phage_203,PC_00976
annotate_deboutte_phage_203,PC_00926
annotate_deboutte_phage_203,PC_00927
annotate_deboutte_phage_204,
annotate_deboutte_phage_204,PC_03061
annotate_deboutte_phage_204,PC_02219
annotate_deboutte_phage_204,PC_03063
annotate_deboutte_phage_204,PC_00016
annotate_deboutte_phage_204,PC_03064
annotate_deboutte_phage_204,PC_04029
annotate_deboutte_phage_204,PC_02436
annotate_deboutte_phage_204,PC_03065
annotate_deboutte_phage_204,PC_01699
annotate_deboutte_phage_204,PC_02055
annotate_deboutte_phage_205,PC_02028
annotate_deboutte_phage_205,PC_02429
annotate_deboutte_phage_205,PC_05391
annotate_deboutte_phage_205,PC_00417
annotate_deboutte_phage_205,
annotate_deboutte_phage_205,PC_05392
