Source,Target,Weight,Study,host,Realm,Kingdom,Phylum,Class,Order,Family,VC,host_study
busby_phage_177,busby_phage_306,19.5955622476497,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_361,busby_phage_306,70.3393003251928,busby,NA,NA,NA,NA,NA,NA,NA,VC_79_0,NA_busby
deboutte_phage_158,busby_phage_306,22.0240656763581,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_193,busby_phage_306,10.4133040837427,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_68_0,NA_deboutte
rosso_phage_167,busby_phage_306,129.901674788946,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_79_0,NA_bonilla-rosso
total_phage_5,busby_phage_306,101.809665264735,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_79_0,NA_sbardellati
total_phage_8,busby_phage_306,11.251036294434,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_68_0,NA_sbardellati
rosso_phage_18,busby_phage_307,1.342620611861,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_19,busby_phage_307,1.74117500606996,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_20,busby_phage_307,1.83801721163576,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
busby_phage_190,busby_phage_308,4.72329990508432,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_191,busby_phage_308,4.13799460534342,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
deboutte_phage_515,busby_phage_308,1.06126668834183,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_7_0,NA_deboutte
rosso_phage_18,busby_phage_308,5.06426017545334,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_19,busby_phage_308,2.18800759860123,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_20,busby_phage_308,2.28487692656396,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
total_phage_500,busby_phage_308,2.07256824668616,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_2,NA_sbardellati
virome_phage_10,busby_phage_308,1.49399936592329,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
virome_phage_2238,busby_phage_308,2.26746913054823,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_2,NA_sbardellati
virome_phage_2254,busby_phage_308,1.24844040315595,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_2,NA_sbardellati
virome_phage_4,busby_phage_308,1.01520626706484,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
virome_phage_738,busby_phage_308,1.04269477456473,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
virome_phage_739,busby_phage_308,1.31202575470136,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_3,Lactobacillus_sbardellati
busby_phage_191,busby_phage_309,4.93384626943699,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
deboutte_phage_515,busby_phage_309,1.07353718867207,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_7_0,NA_deboutte
rosso_phage_18,busby_phage_309,6.11700230365433,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_19,busby_phage_309,6.82921250035947,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_20,busby_phage_309,7.00516812414849,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
total_phage_500,busby_phage_309,2.33418971165908,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_2,NA_sbardellati
virome_phage_10,busby_phage_309,1.61204096293562,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
virome_phage_2238,busby_phage_309,2.57799320589469,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_2,NA_sbardellati
virome_phage_2254,busby_phage_309,1.3062824257351,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_2,NA_sbardellati
virome_phage_4,busby_phage_309,1.01630588570941,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
virome_phage_738,busby_phage_309,1.05045897926304,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
virome_phage_739,busby_phage_309,1.38541188243609,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_3,Lactobacillus_sbardellati
busby_phage_404,busby_phage_31,29.2464483995719,busby,NA,NA,NA,NA,NA,NA,NA,VC_128_0,NA_busby
busby_phage_410,busby_phage_31,1.66207511310515,busby,NA,NA,NA,NA,NA,NA,NA,VC_129_0,NA_busby
busby_phage_46,busby_phage_31,1.66207511310515,busby,NA,NA,NA,NA,NA,NA,NA,VC_129_0,NA_busby
busby_phage_93,busby_phage_31,7.90468915170162,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
deboutte_phage_423,busby_phage_31,4.17401480440323,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
total_phage_111,busby_phage_31,1.8825513415376,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
total_phage_414,busby_phage_31,7.79530718690421,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
total_phage_734,busby_phage_31,5.90672668823372,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
total_phage_735,busby_phage_31,3.61321504672661,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
virome_phage_2298,busby_phage_31,11.0472989037441,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
virome_phage_785,busby_phage_31,8.62840634440029,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_38_0,Lactobacillus_sbardellati
busby_phage_176,busby_phage_310,1.2419583672896,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_435,busby_phage_310,4.00048703859596,busby,NA,NA,NA,NA,NA,NA,NA,VC_77_0,NA_busby
busby_phage_436,busby_phage_310,2.52369120102924,busby,NA,NA,NA,NA,NA,NA,NA,VC_77_0,NA_busby
busby_phage_441,busby_phage_310,2.85457594229032,busby,NA,NA,NA,NA,NA,NA,NA,VC_77_0,NA_busby
deboutte_phage_153,busby_phage_310,1.04113471342553,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_1_0,NA_deboutte
busby_phage_247,busby_phage_311,4.60249279850235,busby,NA,NA,NA,NA,NA,NA,NA,VC_118_0,NA_busby
rosso_phage_16,busby_phage_311,2.40968648119989,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_bonilla-rosso
total_phage_114,busby_phage_311,1.54765001927042,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_12,busby_phage_311,2.68043497243644,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
total_phage_305,busby_phage_311,2.05521049053676,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_415,busby_phage_311,1.40825604978249,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_738,busby_phage_311,1.93664388984328,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_807,busby_phage_311,1.6802865210637,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
busby_phage_197,busby_phage_312,2.45107916635959,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_256,busby_phage_312,2.73158749489213,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_457,busby_phage_312,4.39837281584508,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_461,busby_phage_312,1.88117691789658,busby,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_busby
busby_phage_462,busby_phage_312,4.22228155678876,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
deboutte_phage_130,busby_phage_312,3.4885494461898,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_deboutte
deboutte_phage_430,busby_phage_312,2.58379229983339,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_deboutte
deboutte_phage_476,busby_phage_312,3.80413816203235,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_485,busby_phage_312,2.95904012202032,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_deboutte
deboutte_phage_518,busby_phage_312,3.23487068410227,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_deboutte
deboutte_phage_60,busby_phage_312,3.58545945920212,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_deboutte
rosso_phage_16,busby_phage_312,2.40968648119989,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_18_0,NA_bonilla-rosso
rosso_phage_17,busby_phage_312,3.80413816203235,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
total_phage_11,busby_phage_312,2.49383114678319,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_114,busby_phage_312,1.54765001927042,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_117,busby_phage_312,2.05521049053676,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_12,busby_phage_312,2.68043497243644,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
total_phage_121,busby_phage_312,2.49383114678319,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_122,busby_phage_312,2.58379229983339,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_123,busby_phage_312,2.68043497243644,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_188,busby_phage_312,1.52679988030356,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
total_phage_249,busby_phage_312,3.02270920188878,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_293,busby_phage_312,1.63455723235951,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_305,busby_phage_312,2.05521049053676,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_368,busby_phage_312,1.63455723235951,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_4,busby_phage_312,1.6802865210637,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_415,busby_phage_312,1.40825604978249,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_737,busby_phage_312,1.61228083765074,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
total_phage_738,busby_phage_312,1.93664388984328,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_796,busby_phage_312,1.70376761691156,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_798,busby_phage_312,1.93664388984328,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
total_phage_800,busby_phage_312,1.8543047714984,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_800,busby_phage_312,1.61228083765074,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_807,busby_phage_312,1.6802865210637,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_882,busby_phage_312,2.05521049053676,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,Lactobacillus_sbardellati
virome_phage_935,busby_phage_312,2.68043497243644,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_18_0,NA_sbardellati
busby_phage_378,busby_phage_313,7.41307696452202,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_446,busby_phage_313,2.66603957296514,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_447,busby_phage_313,16.9078989416858,busby,NA,NA,NA,NA,NA,NA,NA,VC_130_0,NA_busby
busby_phage_47,busby_phage_313,2.36583455092255,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
total_phage_125,busby_phage_313,8.9004355465312,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_233,busby_phage_313,43.3040301986645,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_37_1,Gilliamella_sbardellati
total_phage_237,busby_phage_313,39.2117353076974,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_243,busby_phage_313,37.3602849972675,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_252,busby_phage_313,24.9132008838987,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_294,busby_phage_313,10.2474327006449,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Gilliamella_sbardellati
total_phage_296,busby_phage_313,41.2692836689776,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_304,busby_phage_313,13.141452928915,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
total_phage_364,busby_phage_313,52.3887197821507,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_449,busby_phage_313,33.9721226055199,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_451,busby_phage_313,42.3403514230307,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_600,busby_phage_313,10.5864858252507,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_67_0,NA_sbardellati
total_phage_745,busby_phage_313,43.1892204113188,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_783,busby_phage_313,39.8777670891485,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,Gilliamella_sbardellati
total_phage_803,busby_phage_313,38.8752840820503,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,Gilliamella_sbardellati
total_phage_807,busby_phage_313,22.9417847981944,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
total_phage_935,busby_phage_313,41.8548423397104,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_130_0,NA_sbardellati
virome_phage_172,busby_phage_313,4.47528703467902,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,NA_sbardellati
virome_phage_2357,busby_phage_313,9.84378858901726,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_131_0,NA_sbardellati
virome_phage_2385,busby_phage_313,11.5092097519119,sbardellati,Serratia,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Serratia_sbardellati
busby_phage_179,busby_phage_315,13.4833904943796,busby,NA,NA,NA,NA,NA,NA,NA,VC_80_0,NA_busby
busby_phage_371,busby_phage_315,3.38204247205562,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_394,busby_phage_315,4.93148268579938,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
deboutte_phage_515,busby_phage_315,15.6122192576838,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_7_0,NA_deboutte
rosso_phage_101,busby_phage_315,3.64404713373164,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_102,busby_phage_315,9.08141405258983,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,,NA_bonilla-rosso
rosso_phage_171,busby_phage_315,1.48331592899557,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_88_0,NA_bonilla-rosso
total_phage_413,busby_phage_315,13.6898204246856,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_0,Lactobacillus_sbardellati
total_phage_500,busby_phage_315,11.5875296745245,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_2,NA_sbardellati
total_phage_730,busby_phage_315,6.35479280549566,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
virome_phage_10,busby_phage_315,7.98884067042428,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
virome_phage_2238,busby_phage_315,1.07832530059891,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_2,NA_sbardellati
virome_phage_2254,busby_phage_315,8.65600046687768,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_2,NA_sbardellati
virome_phage_4,busby_phage_315,6.44141492617452,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
virome_phage_738,busby_phage_315,6.52950802159829,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
virome_phage_739,busby_phage_315,23.7749913258224,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_3,Lactobacillus_sbardellati
busby_phage_233,busby_phage_316,3.32895449650593,busby,NA,NA,NA,NA,NA,NA,NA,VC_114_0,NA_busby
total_phage_730,busby_phage_316,9.39330796678106,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
virome_phage_4,busby_phage_316,9.45495338611272,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
virome_phage_738,busby_phage_316,9.51759482176538,sbardellati,Lactobacillus,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,VC_7_1,Lactobacillus_sbardellati
busby_phage_203,busby_phage_317,5.64825296341628,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_476,busby_phage_317,16.2894369832396,busby,NA,NA,NA,NA,NA,NA,NA,VC_35_0,NA_busby
deboutte_phage_436,busby_phage_317,22.4259628300116,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_35_0,NA_deboutte
deboutte_phage_486,busby_phage_317,17.8145684379424,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_35_0,NA_deboutte
deboutte_phage_517,busby_phage_317,24.255757643796,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_35_0,NA_deboutte
deboutte_phage_70,busby_phage_317,21.5323237096247,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_35_0,NA_deboutte
rosso_phage_147,busby_phage_317,23.7578479946938,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_35_0,NA_bonilla-rosso
total_phage_175,busby_phage_317,19.604250218064,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,NA_sbardellati
total_phage_363,busby_phage_317,8.29193080064918,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,NA_sbardellati
total_phage_793,busby_phage_317,13.0864653950644,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,NA_sbardellati
total_phage_806,busby_phage_317,22.1451436512086,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,Gilliamella_sbardellati
total_phage_9,busby_phage_317,15.2410504264463,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,Gilliamella_sbardellati
virome_phage_2299,busby_phage_317,18.5564357236058,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,NA_sbardellati
virome_phage_792,busby_phage_317,13.2866458407698,sbardellati,Gilliamella,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_35_0,Gilliamella_sbardellati
deboutte_phage_103,busby_phage_318,41.2554143324831,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_107,busby_phage_318,5.82309179873867,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_122,busby_phage_318,20.3387641214022,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
deboutte_phage_174,busby_phage_318,48.3740928544,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_132_0,NA_deboutte
deboutte_phage_89,busby_phage_318,51.3114104601013,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_132_0,NA_deboutte
virome_phage_118,busby_phage_318,45.5357886377198,sbardellati,Bifidobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_132_0,Bifidobacterium_sbardellati
virome_phage_2343,busby_phage_318,57.031502841506,sbardellati,Bifidobacterium,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_132_0,Bifidobacterium_sbardellati
busby_phage_340,busby_phage_319,13.6438308217493,busby,NA,NA,NA,NA,NA,NA,NA,VC_133_0,NA_busby
busby_phage_341,busby_phage_319,3.51444553763471,busby,NA,NA,NA,NA,NA,NA,NA,VC_133_0,NA_busby
busby_phage_343,busby_phage_319,8.94739236756406,busby,NA,NA,NA,NA,NA,NA,NA,VC_135_0,NA_busby
deboutte_phage_31,busby_phage_319,21.3137909341176,deboutte,NA,NA,NA,NA,NA,NA,NA,VC_133_0,NA_deboutte
deboutte_phage_535,busby_phage_319,23.3969209489062,deboutte,NA,NA,NA,NA,NA,NA,NA,,NA_deboutte
rosso_phage_4,busby_phage_319,80.2283434560057,bonilla-rosso,NA,NA,NA,NA,NA,NA,NA,VC_134_0,NA_bonilla-rosso
virome_phage_2306,busby_phage_319,85.3047914198006,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_134_0,NA_sbardellati
virome_phage_64,busby_phage_319,88.8941930973318,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_134_0,NA_sbardellati
total_phage_8,busby_phage_320,3.75148684360278,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_68_0,NA_sbardellati
virome_phage_2325,busby_phage_320,13.9253050077504,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_124_0,NA_sbardellati
virome_phage_2346,busby_phage_320,46.3006399672393,sbardellati,NA,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,VC_124_0,NA_sbardellati
busby_phage_154,busby_phage_323,1.46168053909922,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_175,busby_phage_323,6.48478179583532,busby,NA,NA,NA,NA,NA,NA,NA,VC_12_0,NA_busby
busby_phage_212,busby_phage_323,4.72050958826741,busby,NA,NA,NA,NA,NA,NA,NA,VC_12_0,NA_busby
busby_phage_230,busby_phage_323,6.73649301122599,busby,NA,NA,NA,NA,NA,NA,NA,,NA_busby
busby_phage_296,busby_phage_323,6.70599472813473,busby,NA,NA,NA,NA,NA,NA,NA,VC_43_0,NA_busby
busby_phage_297,busby_phage_323,6.70599472813473,busby,NA,NA,NA,NA,NA,NA,NA,VC_43_0,NA_busby
